행정구역,총인구수,연령구간인구수,2020년12월_계_0~9세,2020년12월_계_10~19세,2020년12월_계_20~29세,2020년12월_계_30~39세,2020년12월_계_40~49세,2020년12월_계_50~59세,2020년12월_계_60~69세,2020년12월_계_70~79세,2020년12월_계_80~89세,2020년12월_계_90~99세,2020년12월_계_100세 이상
경상북도 문경시 가은읍북부출장소(4728025400),833,833,11,39,34,45,77,178,199,151,83,15,1
경상북도 문경시 영순면(4728031000),2451,2451,56,265,151,102,179,345,563,388,348,53,1
경상북도 문경시 산양면(4728032000),3044,3044,88,129,181,162,256,484,710,544,412,76,2
경상북도 문경시 호계면(4728033000),2399,2399,44,149,323,105,183,390,537,353,273,41,1
경상북도 문경시 산북면(4728034000),2777,2777,59,106,144,131,231,488,627,524,404,58,5
경상북도 문경시 동로면(4728035000),1951,1951,83,79,97,99,168,363,497,319,218,28,0
경상북도 문경시 마성면(4728036000),3565,3565,86,125,213,218,306,613,755,705,477,61,6
경상북도 문경시 농암면(4728037000),2609,2609,72,93,115,131,182,506,651,469,322,61,7
경상북도 문경시 점촌1동(4728057000),5813,5813,354,406,540,585,695,991,1135,722,350,32,3
경상북도 문경시 점촌2동(4728058000),7122,7122,427,573,621,635,874,1154,1409,944,427,50,8
경상북도 문경시 점촌3동(4728059000),9087,9087,680,854,845,821,1348,1544,1533,934,464,59,5
경상북도 문경시 점촌4동(4728060000),3162,3162,132,149,221,237,325,539,674,542,298,43,2
경상북도 문경시 점촌5동(4728061000),16404,16404,1612,2058,2092,1881,2986,2636,1838,905,336,59,1
경상북도 경산시 (4729000000),263728,263728,20476,22700,36229,33192,41568,44853,34901,19395,9254,1095,65
경상북도 경산시 하양읍(4729025000),25619,25619,1660,2758,3803,2552,4067,4232,3284,2096,1052,103,12
경상북도 경산시 진량읍(4729025300),36335,36335,2409,3569,5424,3975,6389,6967,4049,2288,1147,111,7
경상북도 경산시 압량읍(4729025600),20912,20912,2329,1171,3185,4137,3013,2830,2324,1213,634,72,4
경상북도 경산시 와촌면(4729031000),5985,5985,182,283,509,503,626,1191,1390,801,441,53,6
경상북도 경산시 자인면(4729033000),5558,5558,141,247,478,402,605,1061,1281,844,442,54,3
경상북도 경산시 용성면(4729034000),3346,3346,76,106,209,206,270,610,855,604,358,51,1
경상북도 경산시 남산면(4729035000),3760,3760,115,158,277,214,396,720,874,560,377,66,3
경상북도 경산시 남천면(4729037000),3034,3034,98,108,261,198,285,603,698,486,247,48,2
경상북도 경산시 중방동(4729051000),10015,10015,582,605,1580,1167,1321,1920,1722,772,310,34,2
경상북도 경산시 중앙동(4729052000),6620,6620,233,400,1008,699,818,1299,1127,658,337,38,3
경상북도 경산시 남부동(4729053000),20107,20107,2031,1977,2075,2725,3525,3014,2554,1517,599,81,9
경상북도 경산시 서부1동(4729054100),36652,36652,2836,4009,4504,3989,6429,6252,4783,2552,1154,139,5
경상북도 경산시 서부2동(4729054200),30723,30723,3398,2318,3917,4642,4733,5193,3679,1976,782,82,3
경상북도 경산시 북부동(4729055000),16272,16272,1056,790,3726,2826,2242,2458,1844,890,394,44,2
경상북도 경산시 동부동(4729056000),38790,38790,3330,4201,5273,4957,6849,6503,4437,2138,980,119,3
경상북도 군위군 (4772000000),23256,23256,681,961,1522,1309,2159,4312,5336,4018,2612,331,15
경상북도 군위군 군위읍(4772025000),8193,8193,425,583,712,634,1104,1505,1474,1057,617,76,6
경상북도 군위군 소보면(4772031000),2317,2317,42,50,110,106,143,457,556,448,360,42,3
경상북도 군위군 효령면(4772032000),3768,3768,87,129,264,181,300,705,976,676,403,46,1
경상북도 군위군 부계면(4772033000),2042,2042,39,48,141,97,146,411,516,358,247,39,0
경상북도 군위군 우보면(4772034000),2007,2007,19,40,111,81,138,360,503,416,302,34,3
경상북도 군위군 의흥면(4772035000),2385,2385,36,66,93,105,169,410,600,516,347,41,2
경상북도 군위군 산성면(4772036000),1189,1189,15,23,34,47,75,208,316,260,185,26,0
경상북도 군위군 고로면(4772037000),1355,1355,18,22,57,58,84,256,395,287,151,27,0
경상북도 의성군 (4773000000),51724,51724,1911,2296,3154,3243,4700,8714,11789,8938,6135,796,48
경상북도 의성군 의성읍(4773025000),13447,13447,806,1023,1146,1192,1755,2235,2551,1706,888,134,11
경상북도 의성군 단촌면(4773031000),1937,1937,24,62,84,89,143,321,530,371,286,25,2
경상북도 의성군 점곡면(4773032000),1598,1598,38,38,67,74,98,256,419,331,250,27,0
경상북도 의성군 옥산면(4773033000),1820,1820,36,53,91,73,143,344,487,353,216,23,1
경상북도 의성군 사곡면(4773034000),1565,1565,24,36,61,52,106,291,420,293,240,42,0
경상북도 의성군 춘산면(4773035000),1468,1468,34,51,60,76,68,263,437,263,185,28,3
경상북도 의성군 가음면(4773036000),1466,1466,35,42,57,72,97,245,419,261,206,28,4
경상북도 의성군 금성면(4773037000),4334,4334,131,149,236,233,356,681,1021,867,559,94,7
경상북도 의성군 봉양면(4773038000),3953,3953,154,140,258,281,360,712,919,643,421,61,4
경상북도 의성군 비안면(4773039000),2553,2553,91,48,119,130,185,427,648,490,369,44,2
경상북도 의성군 구천면(4773040000),1821,1821,41,47,85,94,132,320,460,338,270,33,1
경상북도 의성군 단밀면(4773041000),1756,1756,42,58,99,90,127,302,375,342,290,30,1
경상북도 의성군 단북면(4773042000),1802,1802,35,56,105,81,120,316,429,358,274,26,2
경상북도 의성군 안계면(4773043000),4585,4585,237,258,364,346,495,768,847,723,484,61,2
경상북도 의성군 다인면(4773044000),3822,3822,94,130,194,199,278,618,889,799,558,60,3
경상북도 의성군 신평면(4773045000),815,815,23,13,22,31,47,147,175,188,147,22,0
경상북도 의성군 안평면(4773046000),2143,2143,50,68,78,86,140,335,562,436,344,40,4
경상북도 의성군 안사면(4773047000),839,839,16,24,28,44,50,133,201,176,148,18,1
경상북도 청송군 (4775000000),25044,25044,979,1207,1694,1693,2399,4708,5527,4042,2466,308,21
경상북도 청송군 청송읍(4775025000),5196,5196,287,363,460,479,606,1002,915,635,389,51,9
경상북도 청송군 주왕산면(4775031500),1860,1860,48,58,94,124,146,364,466,339,200,21,0
경상북도 청송군 부남면(4775032000),2507,2507,66,94,134,116,159,501,647,474,281,34,1
경상북도 청송군 현동면(4775033000),2097,2097,77,96,139,104,209,409,447,351,236,27,2
경상북도 청송군 현서면(4775034000),2532,2532,61,97,119,129,190,473,701,452,274,35,1
경상북도 청송군 안덕면(4775035000),2609,2609,77,93,113,116,202,492,619,527,320,48,2
경상북도 청송군 파천면(4775036000),1805,1805,50,50,101,103,134,290,445,336,252,42,2
경상북도 청송군 진보면(4775037000),6438,6438,313,356,534,522,753,1177,1287,928,514,50,4
경상북도 영양군 (4776000000),16692,16692,726,938,1145,1032,1729,2987,3456,2684,1715,252,28
경상북도 영양군 영양읍(4776025000),7305,7305,444,552,652,644,954,1247,1287,900,518,99,8
경상북도 영양군 입암면(4776031000),2141,2141,71,81,99,110,175,386,503,418,259,36,3
경상북도 영양군 청기면(4776032000),1739,1739,56,55,77,57,125,300,426,370,240,29,4
경상북도 영양군 일월면(4776033000),1772,1772,40,82,110,68,140,342,388,310,262,28,2
경상북도 영양군 수비면(4776034000),1693,1693,53,92,92,66,168,317,381,291,196,31,6
경상북도 영양군 석보면(4776035000),2042,2042,62,76,115,87,167,395,471,395,240,29,5
경상북도 영덕군 (4777000000),36313,36313,1675,2117,2425,2406,3873,6165,7410,5909,3780,523,30
경상북도 영덕군 영덕읍(4777025000),11040,11040,809,937,946,1026,1573,1853,1827,1224,717,118,10
경상북도 영덕군 강구면(4777031000),6248,6248,230,302,438,390,679,1140,1384,1075,541,67,2
경상북도 영덕군 남정면(4777032000),2371,2371,55,63,131,110,180,404,557,481,337,52,1
경상북도 영덕군 달산면(4777033000),1124,1124,16,40,45,46,64,185,274,242,182,28,2
경상북도 영덕군 지품면(4777034000),1489,1489,35,38,74,56,111,272,371,306,197,28,1
경상북도 영덕군 지품면원전출장소(4777034500),529,529,8,16,18,12,29,80,140,139,78,9,0
경상북도 영덕군 축산면(4777035000),921,921,30,32,45,33,83,142,188,200,152,14,2
경상북도 영덕군 축산면축산출장소(4777035500),1736,1736,40,75,88,76,166,301,419,363,191,17,0
경상북도 영덕군 영해면(4777036000),6381,6381,351,443,474,473,674,1095,1207,929,633,99,3
경상북도 영덕군 병곡면(4777037000),2786,2786,75,124,112,124,208,446,625,555,459,56,2
경상북도 영덕군 창수면(4777038000),1688,1688,26,47,54,60,106,247,418,395,293,35,7
경상북도 청도군 (4782000000),42263,42263,1526,2254,2865,2777,4439,7302,9613,6588,4280,598,21
경상북도 청도군 화양읍(4782025000),7186,7186,462,662,604,641,1013,1208,1262,783,476,70,5
경상북도 청도군 화양읍남성현출장소(4782025100),1119,1119,43,26,59,92,96,168,280,193,142,18,2
경상북도 청도군 청도읍(4782025300),10320,10320,462,712,869,843,1346,1776,2108,1323,780,98,3
경상북도 청도군 청도읍유호출장소(4782025400),1620,1620,40,53,83,89,142,269,443,302,174,25,0
경상북도 청도군 각남면(4782031000),2127,2127,46,69,117,104,162,337,530,435,280,47,0
경상북도 청도군 풍각면(4782032000),3935,3935,130,161,218,251,345,676,971,643,473,64,3
경상북도 청도군 각북면(4782033000),2227,2227,63,61,139,106,149,435,583,405,256,29,1
경상북도 청도군 이서면(4782034000),4507,4507,128,257,274,242,456,776,1057,755,478,82,2
경상북도 청도군 운문면(4782035000),2110,2110,34,40,126,99,183,433,532,350,277,36,0
경상북도 청도군 금천면(4782036000),3327,3327,58,106,179,139,262,585,839,660,427,67,5
경상북도 청도군 매전면(4782037000),3785,3785,60,107,197,171,285,639,1008,739,517,62,0
경상북도 고령군 (4783000000),31361,31361,1418,2041,2541,2265,3822,5899,6267,4109,2674,314,11
경상북도 고령군 대가야읍(4783025300),10077,10077,598,912,969,812,1536,1838,1665,1078,598,68,3
경상북도 고령군 덕곡면(4783031000),1433,1433,33,45,92,63,102,261,356,239,216,24,2
경상북도 고령군 운수면(4783032000),1883,1883,48,51,123,112,149,345,448,343,235,28,1
경상북도 고령군 성산면(4783033000),2594,2594,63,80,206,171,247,563,602,380,249,32,1
경상북도 고령군 다산면(4783034000),8445,8445,493,768,756,751,1229,1597,1524,849,438,40,0
경상북도 고령군 개진면(4783035000),1941,1941,42,33,134,111,147,406,466,342,226,34,0
경상북도 고령군 우곡면(4783036000),1591,1591,32,47,70,74,141,281,366,310,248,21,1
경상북도 고령군 쌍림면(4783037000),3397,3397,109,105,191,171,271,608,840,568,464,67,3
경상북도 성주군 (4784000000),43414,43414,1910,2257,3534,3290,4759,8521,9308,5836,3482,489,28
경상북도 성주군 성주읍(4784025000),13737,13737,933,1289,1484,1359,2047,2472,2112,1262,677,98,4
경상북도 성주군 선남면(4784031000),6154,6154,195,181,482,476,591,1372,1465,881,434,71,6
경상북도 성주군 용암면(4784032000),3734,3734,113,112,243,254,350,789,971,517,335,49,1
경상북도 성주군 수륜면(4784033000),3111,3111,85,97,169,189,233,597,768,520,381,66,6
경상북도 성주군 가천면(4784034000),2035,2035,56,40,124,125,170,421,523,306,240,28,2
경상북도 성주군 금수면(4784035000),1212,1212,26,38,69,59,101,244,287,209,159,19,1
경상북도 성주군 대가면(4784036000),2452,2452,76,103,185,132,243,442,549,427,259,36,0
경상북도 성주군 벽진면(4784037000),3071,3071,106,82,196,168,267,590,811,519,281,48,3
경상북도 성주군 초전면(4784038000),4511,4511,183,206,328,302,447,907,1014,669,410,42,3
경상북도 성주군 월항면(4784039000),3397,3397,137,109,254,226,310,687,808,526,306,32,2
경상북도 칠곡군 (4785000000),114758,114758,9524,11541,12032,14876,20660,19625,13758,7677,4406,618,41
경상북도 칠곡군 왜관읍(4785025000),33444,33444,2336,3394,3890,3454,5499,6287,4434,2447,1488,195,20
경상북도 칠곡군 북삼읍(4785025300),24305,24305,1900,3140,2918,2491,5164,4812,2230,1054,533,62,1
경상북도 칠곡군 석적읍(4785025600),30889,30889,4447,3718,2929,7072,6926,3042,1595,754,356,45,5
경상북도 칠곡군 지천면(4785031000),4234,4234,78,125,309,273,367,821,1023,697,472,65,4
경상북도 칠곡군 동명면(4785032000),5312,5312,122,168,416,340,502,1121,1313,781,455,94,0
경상북도 칠곡군 가산면(4785033000),3520,3520,89,142,249,221,364,743,861,525,271,51,4
경상북도 칠곡군 약목면(4785036000),9824,9824,321,687,1092,702,1412,2233,1693,1036,576,68,4
경상북도 칠곡군 기산면(4785037000),3230,3230,231,167,229,323,426,566,609,383,255,38,3
경상북도 예천군 (4790000000),55613,55613,4639,4346,4114,5471,7087,8090,9422,6827,4927,656,34
경상북도 예천군 예천읍(4790025000),14801,14801,800,1211,1336,1151,1894,2472,2873,1827,1069,162,6
경상북도 예천군 용문면(4790031000),2309,2309,62,112,87,74,182,352,511,494,389,43,3
경상북도 예천군 감천면(4790034000),2657,2657,60,81,144,108,165,425,685,507,421,57,4
경상북도 예천군 보문면(4790035000),1697,1697,53,58,55,82,119,260,412,346,277,35,0
경상북도 예천군 호명면(4790036000),19193,19193,3280,2311,1703,3356,3556,2284,1436,723,471,70,3
경상북도 예천군 유천면(4790037000),2531,2531,151,107,214,227,238,320,446,425,348,53,2
경상북도 예천군 용궁면(4790038000),2456,2456,50,87,116,108,202,365,579,527,368,50,4
경상북도 예천군 개포면(4790039000),1523,1523,21,41,56,45,99,226,385,339,282,27,2
경상북도 예천군 지보면(4790040000),2721,2721,49,84,90,108,199,418,698,573,446,52,4
경상북도 예천군 풍양면(4790041000),3165,3165,54,120,196,113,239,505,745,623,515,53,2
경상북도 예천군 효자면(4790042000),1194,1194,24,59,49,39,86,244,345,176,145,26,1
경상북도 예천군 은풍면(4790043000),1366,1366,35,75,68,60,108,219,307,267,196,28,3
경상북도 봉화군 (4792000000),31494,31494,1385,1867,2008,1944,3231,5769,6826,4733,3198,503,30
경상북도 봉화군 봉화읍(4792025000),10008,10008,618,889,904,782,1298,1750,1689,1170,767,136,5
경상북도 봉화군 물야면(4792031000),3140,3140,94,138,138,160,243,599,801,544,368,52,3
경상북도 봉화군 봉성면(4792032000),2116,2116,53,96,125,114,174,371,526,360,258,37,2
경상북도 봉화군 법전면(4792033000),2014,2014,70,80,102,98,145,358,471,352,292,43,3
경상북도 봉화군 춘양면(4792034000),4433,4433,183,239,245,250,404,866,985,696,468,90,7
경상북도 봉화군 소천면(4792035000),2224,2224,57,86,100,102,190,439,587,371,255,34,3
경상북도 봉화군 재산면(4792036000),1522,1522,31,72,63,57,129,334,393,250,169,23,1
경상북도 봉화군 명호면(4792037000),2254,2254,57,103,115,95,207,425,562,396,254,38,2
경상북도 봉화군 상운면(4792038000),1754,1754,30,39,92,61,132,292,438,385,248,34,3
경상북도 봉화군 석포면(4792039000),2029,2029,192,125,124,225,309,335,374,209,119,16,1
경상북도 울진군 (4793000000),48716,48716,2933,3753,4485,4290,6263,8642,8203,5679,3812,640,16
경상북도 울진군 울진읍(4793025000),14051,14051,1112,1634,1563,1417,2335,2425,1709,1085,655,114,2
경상북도 울진군 평해읍(4793025300),2869,2869,63,259,177,156,237,467,544,519,377,68,2
경상북도 울진군 북면(4793031000),6691,6691,787,461,737,1111,970,1034,793,452,299,43,4
경상북도 울진군 북면하당출장소(4793031500),708,708,6,29,48,25,62,142,148,130,104,14,0
경상북도 울진군 근남면(4793033000),2768,2768,114,119,213,172,281,506,567,397,338,61,0
경상북도 울진군 기성면(4793035000),2548,2548,49,93,191,115,162,438,576,453,391,79,1
경상북도 울진군 온정면(4793036000),1753,1753,47,61,114,62,146,285,378,340,277,43,0
경상북도 울진군 죽변면(4793037000),6490,6490,316,395,681,567,841,1284,1208,712,420,63,3
경상북도 울진군 후포면(4793038000),7546,7546,369,574,630,544,947,1421,1546,996,444,74,1
경상북도 울진군 금강송면(4793039000),1270,1270,23,42,36,41,116,296,306,223,167,18,2
경상북도 울진군 매화면(4793040000),2022,2022,47,86,95,80,166,344,428,372,340,63,1
경상북도 울릉군 (4794000000),9077,9077,392,463,833,852,1290,1848,1766,1045,498,78,12
경상북도 울릉군 울릉읍(4794025000),6434,6434,288,372,609,640,987,1327,1212,671,282,34,12
경상북도 울릉군 서면(4794031000),878,878,41,36,83,60,101,186,172,116,75,8,0
경상북도 울릉군 서면태하출장소(4794031500),444,444,16,15,25,31,32,88,101,90,30,16,0
경상북도 울릉군 북면(4794032000),1321,1321,47,40,116,121,170,247,281,168,111,20,0
경상남도  (4800000000),3340216,3340216,268766,324214,378436,399558,536223,582448,462731,245191,124648,17174,827
경상남도 창원시 (4812000000),1036738,1036738,83470,99727,130040,134008,167792,186508,141873,63369,26327,3436,188
경상남도 창원시 의창구 (4812100000),262408,262408,21491,23649,35899,35336,41056,50585,34530,13338,5713,775,36
경상남도 창원시 의창구 동읍(4812125000),20051,20051,1163,1901,2286,1794,3231,3942,3143,1659,829,98,5
경상남도 창원시 의창구 북면(4812131000),43411,43411,6558,3675,3984,8101,7180,6177,4818,1843,922,146,7
경상남도 창원시 의창구 대산면(4812132000),7225,7225,251,410,648,662,816,1339,1608,913,504,72,2
경상남도 창원시 의창구 의창동(4812151000),50992,50992,4403,4718,7074,7164,7946,9763,6477,2399,917,123,8
경상남도 창원시 의창구 팔룡동(4812152000),37958,37958,3117,3877,5702,5471,6334,7660,4023,1224,481,68,1
경상남도 창원시 의창구 명곡동(4812153000),42402,42402,2375,4049,6672,4322,6572,9292,5955,2225,835,98,7
경상남도 창원시 의창구 봉림동(4812154000),30336,30336,1496,2246,4849,3770,4287,6210,4890,1785,704,94,5
경상남도 창원시 의창구 용지동(4812155000),30033,30033,2128,2773,4684,4052,4690,6202,3616,1290,521,76,1
경상남도 창원시 성산구 (4812300000),214570,214570,16557,23111,32346,29336,35739,43432,23776,6877,2938,438,20
경상남도 창원시 성산구 반송동(4812351000),41935,41935,3291,5325,5686,4609,7453,8402,4899,1590,586,88,6
경상남도 창원시 성산구 중앙동(4812352000),22953,22953,1226,1449,4514,4279,3632,4140,2567,786,304,52,4
경상남도 창원시 성산구 상남동(4812353000),28257,28257,2113,3442,4216,3509,4769,6044,3001,743,352,64,4
경상남도 창원시 성산구 사파동(4812354000),45636,45636,3513,4870,6578,6384,7741,9123,5167,1489,673,94,4
경상남도 창원시 성산구 가음정동(4812355000),41241,41241,3727,4108,6194,6219,6576,8360,4297,1163,518,77,2
경상남도 창원시 성산구 성주동(4812356000),26615,26615,2198,3140,4162,3363,4314,5918,2636,577,277,30,0
경상남도 창원시 성산구 웅남동(4812357000),7933,7933,489,777,996,973,1254,1445,1209,529,228,33,0
경상남도 창원시 마산합포구 (4812500000),175716,175716,12639,13764,18922,20485,25651,29526,30028,16569,7057,1006,69
경상남도 창원시 마산합포구 구산면(4812531000),4318,4318,122,165,308,298,399,788,1151,692,332,63,0
경상남도 창원시 마산합포구 진동면(4812532000),12349,12349,1139,1043,1085,1509,1945,2037,2006,1039,471,72,3
경상남도 창원시 마산합포구 진북면(4812533000),3544,3544,70,156,279,203,326,725,884,526,318,55,2
경상남도 창원시 마산합포구 진전면(4812534000),4004,4004,61,146,247,182,312,736,981,747,501,89,2
경상남도 창원시 마산합포구 현동(4812551000),14293,14293,2220,1219,1215,2554,2462,1911,1671,732,269,40,0
경상남도 창원시 마산합포구 가포동(4812552000),941,941,49,34,129,90,111,160,212,103,42,9,2
경상남도 창원시 마산합포구 월영동(4812553000),35173,35173,3298,3447,4452,4642,5506,5972,4754,2229,751,118,4
경상남도 창원시 마산합포구 문화동(4812554000),11277,11277,513,739,1681,1146,1401,1891,2072,1219,531,79,5
경상남도 창원시 마산합포구 반월중앙동(4812556500),14882,14882,908,1384,1605,1542,2268,2498,2401,1504,685,79,8
경상남도 창원시 마산합포구 완월동(4812557000),9274,9274,425,743,1141,860,1230,1749,1736,901,442,44,3
경상남도 창원시 마산합포구 자산동(4812558000),10874,10874,491,910,1197,997,1465,1983,2154,1172,451,50,4
경상남도 창원시 마산합포구 교방동(4812561000),15508,15508,1167,1247,1525,1847,2326,2471,2703,1542,576,82,22
경상남도 창원시 마산합포구 오동동(4812563000),19688,19688,1084,1151,1994,2326,3024,3266,3674,2142,901,120,6
경상남도 창원시 마산합포구 합포동(4812564000),6921,6921,330,419,626,750,1004,1173,1400,794,378,44,3
경상남도 창원시 마산합포구 산호동(4812565000),12670,12670,762,961,1438,1539,1872,2166,2229,1227,409,62,5
경상남도 창원시 마산회원구 (4812700000),191289,191289,13406,18250,22353,21819,30228,34527,29961,14786,5331,583,45
경상남도 창원시 마산회원구 내서읍(4812725000),64835,64835,5180,8144,8276,6712,11542,12451,7616,3382,1381,146,5
경상남도 창원시 마산회원구 회원1동(4812751000),10504,10504,411,628,947,976,1393,1783,2288,1429,583,60,6
경상남도 창원시 마산회원구 회원2동(4812752000),9994,9994,639,784,1157,1290,1354,1607,1797,963,354,45,4
경상남도 창원시 마산회원구 석전동(4812754500),17142,17142,1118,1258,1860,2353,2358,2947,2983,1683,528,50,4
경상남도 창원시 마산회원구 회성동(4812755000),6298,6298,152,335,604,556,736,1191,1472,838,366,42,6
경상남도 창원시 마산회원구 양덕1동(4812756000),11289,11289,589,845,1351,1312,1601,1964,2191,1056,341,36,3
경상남도 창원시 마산회원구 양덕2동(4812757000),31851,31851,3242,3475,3424,4108,5660,5317,4218,1737,594,74,2
경상남도 창원시 마산회원구 합성1동(4812758000),9479,9479,673,610,1146,1292,1332,1660,1593,857,277,35,4
경상남도 창원시 마산회원구 합성2동(4812759000),7772,7772,290,468,982,813,1090,1436,1580,844,247,20,2
경상남도 창원시 마산회원구 구암1동(4812760000),9082,9082,435,660,957,905,1214,1788,1899,887,296,38,3
경상남도 창원시 마산회원구 구암2동(4812761000),9674,9674,521,825,1309,1104,1418,1727,1693,801,247,26,3
경상남도 창원시 마산회원구 봉암동(4812762000),3369,3369,156,218,340,398,530,656,631,309,117,11,3
경상남도 창원시 진해구 (4812900000),192755,192755,19377,20953,20520,27032,35118,28438,23578,11799,5288,634,18
경상남도 창원시 진해구 충무동(4812953000),17355,17355,1549,1839,2190,2243,2954,2256,2114,1430,693,85,2
경상남도 창원시 진해구 여좌동(4812954000),8754,8754,352,680,855,716,1203,1412,1577,1236,645,77,1
경상남도 창원시 진해구 태백동(4812955000),5040,5040,181,286,503,381,622,895,1022,737,369,42,2
경상남도 창원시 진해구 경화동(4812956000),11402,11402,1078,1012,1168,1588,1762,1819,1698,868,364,42,3
경상남도 창원시 진해구 병암동(4812957000),7545,7545,558,752,779,830,1280,1174,1177,643,317,33,2
경상남도 창원시 진해구 석동(4812958000),17463,17463,1523,2420,2210,2165,3412,2723,1930,751,284,43,2
경상남도 창원시 진해구 이동(4812959000),8576,8576,372,546,1022,1021,1284,1534,1651,796,309,40,1
경상남도 창원시 진해구 자은동(4812960000),21460,21460,2446,2223,2317,3280,3753,3414,2551,992,435,48,1
경상남도 창원시 진해구 덕산동(4812961000),10224,10224,1070,1216,1156,1340,1734,1418,1290,670,302,27,1
경상남도 창원시 진해구 풍호동(4812962000),26083,26083,3546,3241,2289,4047,5028,3446,2860,1087,484,54,1
경상남도 창원시 진해구 웅천동(4812963000),12733,12733,1821,947,1263,2472,2061,1753,1389,649,337,40,1
경상남도 창원시 진해구 웅동1동(4812964000),6465,6465,536,699,604,733,1100,1075,969,472,237,40,0
경상남도 창원시 진해구 웅동2동(4812965000),39655,39655,4345,5092,4164,6216,8925,5519,3350,1468,512,63,1
경상남도 진주시 (4817000000),348096,348096,28396,35225,45143,41648,54298,57791,45768,25565,12414,1754,94
경상남도 진주시 문산읍(4817025000),8188,8188,631,658,786,923,1038,1419,1370,813,462,86,2
경상남도 진주시 내동면(4817031000),4132,4132,374,455,420,424,662,685,570,322,188,29,3
경상남도 진주시 정촌면(4817032000),8046,8046,907,483,1029,1522,1120,1232,990,461,250,48,4
경상남도 진주시 금곡면(4817033000),2238,2238,43,114,159,126,189,383,462,416,289,56,1
경상남도 진주시 진성면(4817035000),1915,1915,49,55,130,118,156,338,482,289,256,40,2
경상남도 진주시 일반성면(4817036000),2635,2635,91,188,230,179,294,499,509,358,259,27,1
경상남도 진주시 이반성면(4817037000),1607,1607,28,49,74,67,106,285,418,314,236,30,0
경상남도 진주시 사봉면(4817038000),1523,1523,34,49,69,79,157,230,354,308,219,23,1
경상남도 진주시 지수면(4817039000),1481,1481,40,72,108,68,154,254,301,252,192,39,1
경상남도 진주시 대곡면(4817040000),3254,3254,58,147,204,180,271,587,698,587,447,73,2
경상남도 진주시 금산면(4817041000),21074,21074,2167,2787,2257,2456,3757,3374,2428,1176,591,80,1
경상남도 진주시 집현면(4817042000),4727,4727,234,412,439,386,653,879,814,536,324,48,2
경상남도 진주시 미천면(4817043000),1631,1631,23,56,83,61,120,290,380,323,261,33,1
경상남도 진주시 명석면(4817044000),4025,4025,134,200,346,219,431,768,954,578,346,46,3
경상남도 진주시 대평면(4817045000),1059,1059,26,44,102,53,96,193,239,157,127,20,2
경상남도 진주시 수곡면(4817046000),2243,2243,62,102,140,110,217,420,503,350,309,29,1
경상남도 진주시 천전동(4817051500),27523,27523,1559,2486,4263,2662,3918,4543,3999,2715,1198,164,16
경상남도 진주시 성북동(4817055500),10786,10786,455,727,1447,1207,1582,1825,1866,1105,490,76,6
경상남도 진주시 중앙동(4817056500),11284,11284,331,684,1098,863,1394,1977,2406,1726,697,90,18
경상남도 진주시 상봉동(4817059500),14279,14279,611,1072,1821,1358,1924,2658,2511,1564,670,87,3
경상남도 진주시 상대동(4817067300),19807,19807,1026,1603,2935,2097,2848,3655,3149,1773,653,67,1
경상남도 진주시 하대동(4817067800),24834,24834,1396,2519,3809,2560,3744,5041,3507,1545,628,82,3
경상남도 진주시 상평동(4817068000),11786,11786,751,1063,1535,1390,1750,2102,1861,959,332,41,2
경상남도 진주시 초장동(4817069500),26935,26935,3407,4026,3355,3727,5276,4044,1848,846,357,43,6
경상남도 진주시 평거동(4817071000),27768,27768,2134,3507,4137,3030,4699,5198,2840,1387,720,115,1
경상남도 진주시 신안동(4817071500),11803,11803,663,1113,1653,1150,1613,2096,1948,1022,478,65,2
경상남도 진주시 이현동(4817072000),12189,12189,679,1296,1607,1091,1792,2367,1921,994,379,58,5
경상남도 진주시 판문동(4817073000),21272,21272,2477,3018,2342,2544,4104,3220,2147,965,402,52,1
경상남도 진주시 가호동(4817074000),26916,26916,2408,2630,5214,4134,4126,3962,2656,1230,481,74,1
경상남도 진주시 충무공동(4817075000),31136,31136,5598,3610,3351,6864,6107,3267,1637,494,173,33,2
경상남도 통영시 (4822000000),128293,128293,9660,12848,11223,13820,21331,22474,20489,11068,4736,616,28
경상남도 통영시 산양읍(4822025000),4677,4677,124,204,295,323,549,934,1058,715,420,53,2
경상남도 통영시 용남면(4822031000),12668,12668,1226,1440,1075,1452,2259,2144,1634,918,447,72,1
경상남도 통영시 도산면(4822033000),2933,2933,72,127,171,160,276,529,745,528,291,34,0
경상남도 통영시 광도면(4822034000),31088,31088,3879,4000,2697,4707,6495,4525,2942,1257,510,76,0
경상남도 통영시 욕지면(4822035000),2018,2018,42,97,115,112,270,417,477,302,168,18,0
경상남도 통영시 한산면(4822036000),2025,2025,31,54,92,84,163,356,472,449,296,26,2
경상남도 통영시 사량면(4822037000),1506,1506,17,39,67,75,120,304,393,275,190,24,2
경상남도 통영시 도천동(4822051000),8932,8932,396,816,909,726,1287,1672,1661,1021,397,44,3
경상남도 통영시 명정동(4822053000),2993,2993,91,180,223,180,375,562,686,479,189,26,2
경상남도 통영시 중앙동(4822055000),4044,4044,126,236,280,287,528,840,917,578,229,22,1
경상남도 통영시 정량동(4822059000),9043,9043,481,684,687,871,1346,1822,1807,965,342,35,3
경상남도 통영시 북신동(4822060000),10658,10658,695,986,1003,1096,1603,1811,2043,1018,349,50,4
